rho,betak1,Li1,gammai1,Li2,gammai2,Li3,gammai3,Li4,gammai4,beta,eta,L,gamma
6.250000e-01,2.436854e-09,8.048137e+00,0.000000e+00,8.048137e+00,0.000000e+00,6.849905e-01,0.000000e+00,6.849905e-01,0.000000e+00,2.436854e-09,6.250000e-01,1.746626e+01,8.945821e-01
6.300000e-01,3.417135e-09,8.134559e+00,0.000000e+00,8.134559e+00,0.000000e+00,7.016151e-01,0.000000e+00,7.016151e-01,0.000000e+00,3.417135e-09,6.300000e-01,1.767235e+01,8.912228e-01
6.350000e-01,4.771230e-09,8.219420e+00,0.000000e+00,8.219420e+00,0.000000e+00,7.186711e-01,0.000000e+00,7.186711e-01,0.000000e+00,4.771230e-09,6.350000e-01,1.787618e+01,8.880532e-01
6.400000e-01,6.633930e-09,8.302757e+00,0.000000e+00,8.302757e+00,0.000000e+00,7.361748e-01,0.000000e+00,7.361748e-01,0.000000e+00,6.633930e-09,6.400000e-01,1.807786e+01,8.850603e-01
6.450000e-01,9.185850e-09,8.384610e+00,0.000000e+00,8.384610e+00,0.000000e+00,7.541435e-01,0.000000e+00,7.541435e-01,0.000000e+00,9.185850e-09,6.450000e-01,1.827751e+01,8.822319e-01
6.500000e-01,1.266806e-08,8.465016e+00,0.000000e+00,8.465016e+00,0.000000e+00,7.725955e-01,0.000000e+00,7.725955e-01,0.000000e+00,1.266806e-08,6.500000e-01,1.847522e+01,8.795563e-01
6.550000e-01,1.740107e-08,8.544016e+00,0.000000e+00,8.544016e+00,0.000000e+00,7.915503e-01,0.000000e+00,7.915503e-01,0.000000e+00,1.740107e-08,6.550000e-01,1.867113e+01,8.770223e-01
6.600000e-01,2.380946e-08,8.621650e+00,0.000000e+00,8.621650e+00,0.000000e+00,8.110283e-01,0.000000e+00,8.110283e-01,0.000000e+00,2.380946e-08,6.600000e-01,1.886536e+01,8.746190e-01
6.650000e-01,3.245347e-08,8.697957e+00,0.000000e+00,8.697957e+00,0.000000e+00,8.310516e-01,0.000000e+00,8.310516e-01,0.000000e+00,3.245347e-08,6.650000e-01,1.905802e+01,8.723362e-01
6.700000e-01,4.406978e-08,8.772980e+00,0.000000e+00,8.772980e+00,0.000000e+00,8.516433e-01,0.000000e+00,8.516433e-01,0.000000e+00,4.406978e-08,6.700000e-01,1.924925e+01,8.701639e-01
6.750000e-01,5.962347e-08,8.846757e+00,0.000000e+00,8.846757e+00,0.000000e+00,8.728281e-01,0.000000e+00,8.728281e-01,0.000000e+00,5.962347e-08,6.750000e-01,1.943917e+01,8.680925e-01
6.800000e-01,8.037444e-08,8.919331e+00,0.000000e+00,8.919331e+00,0.000000e+00,8.946322e-01,0.000000e+00,8.946322e-01,0.000000e+00,8.037444e-08,6.799999e-01,1.962793e+01,8.661128e-01
6.850000e-01,1.079617e-07,8.990741e+00,0.000000e+00,8.990741e+00,0.000000e+00,9.170836e-01,0.000000e+00,9.170836e-01,0.000000e+00,1.079617e-07,6.849999e-01,1.981565e+01,8.642158e-01
6.900000e-01,1.445099e-07,9.061029e+00,0.000000e+00,9.061029e+00,0.000000e+00,9.402118e-01,0.000000e+00,9.402118e-01,0.000000e+00,1.445099e-07,6.899999e-01,2.000248e+01,8.623929e-01
6.950000e-01,1.927644e-07,9.130234e+00,0.000000e+00,9.130234e+00,0.000000e+00,9.640486e-01,0.000000e+00,9.640486e-01,0.000000e+00,1.927644e-07,6.949999e-01,2.018857e+01,8.606355e-01
7.000000e-01,2.562600e-07,9.198398e+00,0.000000e+00,9.198398e+00,0.000000e+00,9.886276e-01,0.000000e+00,9.886276e-01,0.000000e+00,2.562600e-07,6.999998e-01,2.037405e+01,8.589355e-01
7.050000e-01,3.395329e-07,9.265560e+00,0.000000e+00,9.265560e+00,0.000000e+00,1.013985e+00,0.000000e+00,1.013985e+00,0.000000e+00,3.395329e-07,7.049998e-01,2.055909e+01,8.572848e-01
7.100000e-01,4.483859e-07,9.331760e+00,0.000000e+00,9.331760e+00,0.000000e+00,1.040159e+00,0.000000e+00,1.040159e+00,0.000000e+00,4.483859e-07,7.099997e-01,2.074384e+01,8.556754e-01
7.150000e-01,5.902169e-07,9.397040e+00,0.000000e+00,9.397040e+00,0.000000e+00,1.067190e+00,0.000000e+00,1.067190e+00,0.000000e+00,5.902169e-07,7.149996e-01,2.092846e+01,8.540996e-01
7.200000e-01,7.744276e-07,9.461438e+00,0.000000e+00,9.461438e+00,0.000000e+00,1.095123e+00,0.000000e+00,1.095123e+00,0.000000e+00,7.744276e-07,7.199994e-01,2.111312e+01,8.525497e-01
7.250000e-01,1.012927e-06,9.524994e+00,0.000000e+00,9.524994e+00,0.000000e+00,1.124005e+00,0.000000e+00,1.124005e+00,0.000000e+00,1.012927e-06,7.249993e-01,2.129800e+01,8.510181e-01
7.300000e-01,1.320754e-06,9.587750e+00,0.000000e+00,9.587750e+00,0.000000e+00,1.153885e+00,0.000000e+00,1.153885e+00,0.000000e+00,1.320754e-06,7.299990e-01,2.148327e+01,8.494972e-01
7.350000e-01,1.716837e-06,9.649745e+00,0.000000e+00,9.649745e+00,0.000000e+00,1.184817e+00,0.000000e+00,1.184817e+00,0.000000e+00,1.716837e-06,7.349987e-01,2.166912e+01,8.479793e-01
7.400000e-01,2.224926e-06,9.711019e+00,0.000000e+00,9.711019e+00,0.000000e+00,1.216860e+00,0.000000e+00,1.216860e+00,0.000000e+00,2.224926e-06,7.399984e-01,2.185576e+01,8.464570e-01
7.450000e-01,2.874727e-06,9.771614e+00,0.000000e+00,9.771614e+00,0.000000e+00,1.250075e+00,0.000000e+00,1.250075e+00,0.000000e+00,2.874727e-06,7.449979e-01,2.204338e+01,8.449226e-01
7.500000e-01,3.703280e-06,9.831570e+00,0.000000e+00,9.831570e+00,0.000000e+00,1.284528e+00,0.000000e+00,1.284528e+00,0.000000e+00,3.703280e-06,7.499972e-01,2.223220e+01,8.433683e-01
7.550000e-01,4.756625e-06,9.890929e+00,0.000000e+00,9.890929e+00,0.000000e+00,1.320292e+00,0.000000e+00,1.320292e+00,0.000000e+00,4.756625e-06,7.549964e-01,2.242244e+01,8.417866e-01
7.600000e-01,6.091804e-06,9.949734e+00,0.000000e+00,9.949734e+00,0.000000e+00,1.357442e+00,0.000000e+00,1.357442e+00,0.000000e+00,6.091804e-06,7.599954e-01,2.261435e+01,8.401693e-01
7.650000e-01,7.779275e-06,1.000803e+01,0.000000e+00,1.000803e+01,0.000000e+00,1.396062e+00,0.000000e+00,1.396062e+00,0.000000e+00,7.779275e-06,7.649940e-01,2.280818e+01,8.385085e-01
7.700000e-01,9.905791e-06,1.006585e+01,0.000000e+00,1.006585e+01,0.000000e+00,1.436240e+00,0.000000e+00,1.436240e+00,0.000000e+00,9.905791e-06,7.699924e-01,2.300418e+01,8.367961e-01
7.750000e-01,1.257783e-05,1.012325e+01,0.000000e+00,1.012325e+01,0.000000e+00,1.478072e+00,0.000000e+00,1.478072e+00,0.000000e+00,1.257783e-05,7.749903e-01,2.320265e+01,8.350236e-01
7.800000e-01,1.592564e-05,1.018027e+01,0.000000e+00,1.018027e+01,0.000000e+00,1.521659e+00,0.000000e+00,1.521659e+00,0.000000e+00,1.592564e-05,7.799876e-01,2.340387e+01,8.331824e-01
7.850000e-01,2.010808e-05,1.023697e+01,0.000000e+00,1.023697e+01,0.000000e+00,1.567113e+00,0.000000e+00,1.567113e+00,0.000000e+00,2.010808e-05,7.849842e-01,2.360816e+01,8.312637e-01
7.900000e-01,2.531825e-05,1.029337e+01,0.000000e+00,1.029337e+01,0.000000e+00,1.614553e+00,0.000000e+00,1.614553e+00,0.000000e+00,2.531825e-05,7.899800e-01,2.381585e+01,8.292586e-01
7.950000e-01,3.179004e-05,1.034955e+01,0.000000e+00,1.034955e+01,0.000000e+00,1.664105e+00,0.000000e+00,1.664105e+00,0.000000e+00,3.179004e-05,7.949747e-01,2.402731e+01,8.271576e-01
8.000000e-01,3.980589e-05,1.040554e+01,0.000000e+00,1.040554e+01,0.000000e+00,1.715907e+00,0.000000e+00,1.715907e+00,0.000000e+00,3.980589e-05,7.999682e-01,2.424289e+01,8.249512e-01
8.050000e-01,4.970566e-05,1.046140e+01,0.000000e+00,1.046140e+01,0.000000e+00,1.770105e+00,0.000000e+00,1.770105e+00,0.000000e+00,4.970566e-05,8.049600e-01,2.446301e+01,8.226297e-01
8.100000e-01,6.189685e-05,1.051719e+01,0.000000e+00,1.051719e+01,0.000000e+00,1.826858e+00,0.000000e+00,1.826858e+00,0.000000e+00,6.189685e-05,8.099499e-01,2.468809e+01,8.201828e-01
8.150000e-01,7.686638e-05,1.057295e+01,0.000000e+00,1.057295e+01,0.000000e+00,1.886332e+00,0.000000e+00,1.886332e+00,0.000000e+00,7.686638e-05,8.149374e-01,2.491857e+01,8.176004e-01
8.200000e-01,9.519387e-05,1.062876e+01,0.000000e+00,1.062876e+01,0.000000e+00,1.948708e+00,0.000000e+00,1.948708e+00,0.000000e+00,9.519387e-05,8.199219e-01,2.515493e+01,8.148719e-01
8.250000e-01,1.175668e-04,1.068466e+01,0.000000e+00,1.068466e+01,0.000000e+00,2.014177e+00,0.000000e+00,2.014177e+00,0.000000e+00,1.175668e-04,8.249030e-01,2.539768e+01,8.119866e-01
8.300000e-01,1.447973e-04,1.074073e+01,0.000000e+00,1.074073e+01,0.000000e+00,2.082943e+00,0.000000e+00,2.082943e+00,0.000000e+00,1.447973e-04,8.298798e-01,2.564734e+01,8.089336e-01
8.350000e-01,1.778411e-04,1.079702e+01,0.000000e+00,1.079702e+01,0.000000e+00,2.155220e+00,0.000000e+00,2.155220e+00,0.000000e+00,1.778411e-04,8.348515e-01,2.590448e+01,8.057020e-01
8.400000e-01,2.178179e-04,1.085360e+01,0.000000e+00,1.085360e+01,0.000000e+00,2.231238e+00,0.000000e+00,2.231238e+00,0.000000e+00,2.178179e-04,8.398170e-01,2.616967e+01,8.022808e-01
8.450000e-01,2.660345e-04,1.091054e+01,0.000000e+00,1.091054e+01,0.000000e+00,2.311234e+00,0.000000e+00,2.311234e+00,0.000000e+00,2.660345e-04,8.447752e-01,2.644354e+01,7.986593e-01
8.500000e-01,3.240086e-04,1.096790e+01,0.000000e+00,1.096790e+01,0.000000e+00,2.395459e+00,0.000000e+00,2.395459e+00,0.000000e+00,3.240086e-04,8.497246e-01,2.672672e+01,7.948269e-01
8.550000e-01,3.934949e-04,1.102576e+01,0.000000e+00,1.102576e+01,0.000000e+00,2.484173e+00,0.000000e+00,2.484173e+00,0.000000e+00,3.934949e-04,8.546636e-01,2.701987e+01,7.907733e-01
8.600000e-01,4.765121e-04,1.108419e+01,0.000000e+00,1.108419e+01,0.000000e+00,2.577646e+00,0.000000e+00,2.577646e+00,0.000000e+00,4.765121e-04,8.595902e-01,2.732367e+01,7.864887e-01
8.650000e-01,5.753708e-04,1.114325e+01,0.000000e+00,1.114325e+01,0.000000e+00,2.676154e+00,0.000000e+00,2.676154e+00,0.000000e+00,5.753708e-04,8.645023e-01,2.763881e+01,7.819642e-01
8.700000e-01,6.927014e-04,1.120302e+01,0.000000e+00,1.120302e+01,0.000000e+00,2.779977e+00,0.000000e+00,2.779977e+00,0.000000e+00,6.927014e-04,8.693973e-01,2.796599e+01,7.771917e-01
8.750000e-01,8.314813e-04,1.126356e+01,0.000000e+00,1.126356e+01,0.000000e+00,2.889398e+00,0.000000e+00,2.889398e+00,0.000000e+00,8.314813e-04,8.742725e-01,2.830592e+01,7.721641e-01
8.800000e-01,9.950600e-04,1.132494e+01,0.000000e+00,1.132494e+01,0.000000e+00,3.004698e+00,0.000000e+00,3.004698e+00,0.000000e+00,9.950600e-04,8.791243e-01,2.865928e+01,7.668758e-01
8.850000e-01,1.187183e-03,1.138722e+01,0.000000e+00,1.138722e+01,0.000000e+00,3.126153e+00,0.000000e+00,3.126153e+00,0.000000e+00,1.187183e-03,8.839493e-01,2.902676e+01,7.613229e-01
8.900000e-01,1.412007e-03,1.145047e+01,0.000000e+00,1.145047e+01,0.000000e+00,3.254027e+00,0.000000e+00,3.254027e+00,0.000000e+00,1.412007e-03,8.887433e-01,2.940899e+01,7.555032e-01
8.950000e-01,1.674116e-03,1.151472e+01,0.000000e+00,1.151472e+01,0.000000e+00,3.388569e+00,0.000000e+00,3.388569e+00,0.000000e+00,1.674116e-03,8.935017e-01,2.980657e+01,7.494167e-01
9.000000e-01,1.978524e-03,1.158002e+01,0.000000e+00,1.158002e+01,0.000000e+00,3.530006e+00,0.000000e+00,3.530006e+00,0.000000e+00,1.978524e-03,8.982193e-01,3.022005e+01,7.430657e-01
9.050000e-01,2.330669e-03,1.164641e+01,0.000000e+00,1.164641e+01,0.000000e+00,3.678534e+00,0.000000e+00,3.678534e+00,0.000000e+00,2.330669e-03,9.028907e-01,3.064989e+01,7.364552e-01
9.100000e-01,2.736400e-03,1.171391e+01,0.000000e+00,1.171391e+01,0.000000e+00,3.834316e+00,0.000000e+00,3.834316e+00,0.000000e+00,2.736400e-03,9.075099e-01,3.109644e+01,7.295930e-01
9.150000e-01,3.201944e-03,1.178252e+01,0.000000e+00,1.178252e+01,0.000000e+00,3.997469e+00,0.000000e+00,3.997469e+00,0.000000e+00,3.201944e-03,9.120702e-01,3.155998e+01,7.224896e-01
9.200000e-01,3.733866e-03,1.185225e+01,0.000000e+00,1.185225e+01,0.000000e+00,4.168059e+00,0.000000e+00,4.168059e+00,0.000000e+00,3.733866e-03,9.165648e-01,3.204062e+01,7.151586e-01
9.250000e-01,4.339009e-03,1.192307e+01,0.000000e+00,1.192307e+01,0.000000e+00,4.346095e+00,0.000000e+00,4.346095e+00,0.000000e+00,4.339009e-03,9.209864e-01,3.253833e+01,7.076165e-01
9.300000e-01,5.024417e-03,1.199494e+01,0.000000e+00,1.199494e+01,0.000000e+00,4.531518e+00,0.000000e+00,4.531518e+00,0.000000e+00,5.024417e-03,9.253273e-01,3.305293e+01,6.998831e-01
9.350000e-01,5.797245e-03,1.206782e+01,0.000000e+00,1.206782e+01,0.000000e+00,4.724198e+00,0.000000e+00,4.724198e+00,0.000000e+00,5.797245e-03,9.295796e-01,3.358403e+01,6.919804e-01
9.400000e-01,6.664653e-03,1.214161e+01,0.000000e+00,1.214161e+01,0.000000e+00,4.923927e+00,0.000000e+00,4.923927e+00,0.000000e+00,6.664653e-03,9.337352e-01,3.413107e+01,6.839335e-01
9.450000e-01,7.633683e-03,1.221622e+01,0.000000e+00,1.221622e+01,0.000000e+00,5.130414e+00,0.000000e+00,5.130414e+00,0.000000e+00,7.633683e-03,9.377862e-01,3.469328e+01,6.757694e-01
9.500000e-01,8.711134e-03,1.229155e+01,0.000000e+00,1.229155e+01,0.000000e+00,5.343287e+00,0.000000e+00,5.343287e+00,0.000000e+00,8.711134e-03,9.417244e-01,3.526967e+01,6.675172e-01
9.550000e-01,9.903419e-03,1.236744e+01,0.000000e+00,1.236744e+01,0.000000e+00,5.562089e+00,0.000000e+00,5.562089e+00,0.000000e+00,9.903419e-03,9.455422e-01,3.585907e+01,6.592072e-01
9.600000e-01,1.121643e-02,1.244376e+01,0.000000e+00,1.244376e+01,0.000000e+00,5.786280e+00,0.000000e+00,5.786280e+00,0.000000e+00,1.121643e-02,9.492322e-01,3.646008e+01,6.508709e-01
9.650000e-01,1.265539e-02,1.252033e+01,0.000000e+00,1.252033e+01,0.000000e+00,6.015244e+00,0.000000e+00,6.015244e+00,0.000000e+00,1.265539e-02,9.527875e-01,3.707114e+01,6.425399e-01
9.700000e-01,1.422474e-02,1.259696e+01,0.000000e+00,1.259696e+01,0.000000e+00,6.248294e+00,0.000000e+00,6.248294e+00,0.000000e+00,1.422474e-02,9.562020e-01,3.769051e+01,6.342458e-01
9.750000e-01,1.592802e-02,1.267347e+01,0.000000e+00,1.267347e+01,0.000000e+00,6.484682e+00,0.000000e+00,6.484682e+00,0.000000e+00,1.592802e-02,9.594702e-01,3.831630e+01,6.260196e-01
9.800000e-01,1.776776e-02,1.274965e+01,0.000000e+00,1.274965e+01,0.000000e+00,6.723610e+00,0.000000e+00,6.723610e+00,0.000000e+00,1.776776e-02,9.625876e-01,3.894651e+01,6.178908e-01
9.850000e-01,1.974540e-02,1.282529e+01,0.000000e+00,1.282529e+01,0.000000e+00,6.964241e+00,0.000000e+00,6.964241e+00,0.000000e+00,1.974540e-02,9.655508e-01,3.957905e+01,6.098875e-01
9.900000e-01,2.186128e-02,1.290018e+01,0.000000e+00,1.290018e+01,0.000000e+00,7.205715e+00,0.000000e+00,7.205715e+00,0.000000e+00,2.186128e-02,9.683573e-01,4.021180e+01,6.020356e-01
9.950000e-01,2.411459e-02,1.297413e+01,0.000000e+00,1.297413e+01,0.000000e+00,7.447165e+00,0.000000e+00,7.447165e+00,0.000000e+00,2.411459e-02,9.710060e-01,4.084259e+01,5.943587e-01
1.000000e+00,2.650339e-02,1.304693e+01,0.000000e+00,1.304693e+01,0.000000e+00,7.687728e+00,0.000000e+00,7.687728e+00,0.000000e+00,2.650339e-02,9.734966e-01,4.146932e+01,5.868776e-01
1.005000e+00,2.902466e-02,1.311840e+01,0.000000e+00,1.311840e+01,0.000000e+00,7.926563e+00,0.000000e+00,7.926563e+00,0.000000e+00,2.902466e-02,9.758302e-01,4.208993e+01,5.796103e-01
1.010000e+00,3.167436e-02,1.318836e+01,0.000000e+00,1.318836e+01,0.000000e+00,8.162863e+00,0.000000e+00,8.162863e+00,0.000000e+00,3.167436e-02,9.780089e-01,4.270245e+01,5.725719e-01
1.015000e+00,3.444750e-02,1.325666e+01,0.000000e+00,1.325666e+01,0.000000e+00,8.395867e+00,0.000000e+00,8.395867e+00,0.000000e+00,3.444750e-02,9.800358e-01,4.330505e+01,5.657746e-01
1.020000e+00,3.733831e-02,1.332314e+01,0.000000e+00,1.332314e+01,0.000000e+00,8.624874e+00,0.000000e+00,8.624874e+00,0.000000e+00,3.733831e-02,9.819149e-01,4.389603e+01,5.592276e-01
1.025000e+00,4.034029e-02,1.338770e+01,0.000000e+00,1.338770e+01,0.000000e+00,8.849246e+00,0.000000e+00,8.849246e+00,0.000000e+00,4.034029e-02,9.836512e-01,4.447388e+01,5.529375e-01
1.030000e+00,4.344640e-02,1.345022e+01,0.000000e+00,1.345022e+01,0.000000e+00,9.068416e+00,0.000000e+00,9.068416e+00,0.000000e+00,4.344640e-02,9.852502e-01,4.503727e+01,5.469082e-01
1.035000e+00,4.664916e-02,1.351063e+01,0.000000e+00,1.351063e+01,0.000000e+00,9.281896e+00,0.000000e+00,9.281896e+00,0.000000e+00,4.664916e-02,9.867181e-01,4.558506e+01,5.411412e-01
1.040000e+00,4.994083e-02,1.356887e+01,0.000000e+00,1.356887e+01,0.000000e+00,9.489273e+00,0.000000e+00,9.489273e+00,0.000000e+00,4.994083e-02,9.880615e-01,4.611630e+01,5.356358e-01
1.045000e+00,5.331346e-02,1.362490e+01,0.000000e+00,1.362490e+01,0.000000e+00,9.690214e+00,0.000000e+00,9.690214e+00,0.000000e+00,5.331346e-02,9.892874e-01,4.663023e+01,5.303895e-01
1.050000e+00,5.675912e-02,1.367870e+01,0.000000e+00,1.367870e+01,0.000000e+00,9.884461e+00,0.000000e+00,9.884461e+00,0.000000e+00,5.675912e-02,9.904029e-01,4.712631e+01,5.253980e-01
1.055000e+00,6.026989e-02,1.373025e+01,0.000000e+00,1.373025e+01,0.000000e+00,1.007183e+01,0.000000e+00,1.007183e+01,0.000000e+00,6.026989e-02,9.914153e-01,4.760416e+01,5.206558e-01
1.060000e+00,6.383806e-02,1.377958e+01,0.000000e+00,1.377958e+01,0.000000e+00,1.025220e+01,0.000000e+00,1.025220e+01,0.000000e+00,6.383806e-02,9.923317e-01,4.806355e+01,5.161560e-01
1.065000e+00,6.745612e-02,1.382671e+01,0.000000e+00,1.382671e+01,0.000000e+00,1.042551e+01,0.000000e+00,1.042551e+01,0.000000e+00,6.745612e-02,9.931592e-01,4.850444e+01,5.118909e-01
1.070000e+00,7.111690e-02,1.387167e+01,0.000000e+00,1.387167e+01,0.000000e+00,1.059177e+01,0.000000e+00,1.059177e+01,0.000000e+00,7.111690e-02,9.939049e-01,4.892689e+01,5.078521e-01
1.075000e+00,7.481358e-02,1.391452e+01,0.000000e+00,1.391452e+01,0.000000e+00,1.075104e+01,0.000000e+00,1.075104e+01,0.000000e+00,7.481358e-02,9.945754e-01,4.933112e+01,5.040304e-01
1.080000e+00,7.853973e-02,1.395532e+01,0.000000e+00,1.395532e+01,0.000000e+00,1.090339e+01,0.000000e+00,1.090339e+01,0.000000e+00,7.853973e-02,9.951771e-01,4.971742e+01,5.004167e-01
1.085000e+00,8.228935e-02,1.399412e+01,0.000000e+00,1.399412e+01,0.000000e+00,1.104898e+01,0.000000e+00,1.104898e+01,0.000000e+00,8.228935e-02,9.957161e-01,5.008620e+01,4.970012e-01
1.090000e+00,8.605685e-02,1.403100e+01,0.000000e+00,1.403100e+01,0.000000e+00,1.118795e+01,0.000000e+00,1.118795e+01,0.000000e+00,8.605685e-02,9.961980e-01,5.043791e+01,4.937745e-01
1.095000e+00,8.983710e-02,1.406603e+01,0.000000e+00,1.406603e+01,0.000000e+00,1.132050e+01,0.000000e+00,1.132050e+01,0.000000e+00,8.983710e-02,9.966284e-01,5.077307e+01,4.907268e-01
1.100000e+00,9.362540e-02,1.409930e+01,0.000000e+00,1.409930e+01,0.000000e+00,1.144684e+01,0.000000e+00,1.144684e+01,0.000000e+00,9.362540e-02,9.970121e-01,5.109227e+01,4.878488e-01
1.105000e+00,9.741746e-02,1.413087e+01,0.000000e+00,1.413087e+01,0.000000e+00,1.156718e+01,0.000000e+00,1.156718e+01,0.000000e+00,9.741746e-02,9.973537e-01,5.139610e+01,4.851310e-01
1.110000e+00,1.012094e-01,1.416083e+01,0.000000e+00,1.416083e+01,0.000000e+00,1.168176e+01,0.000000e+00,1.168176e+01,0.000000e+00,1.012094e-01,9.976575e-01,5.168518e+01,4.825646e-01
1.115000e+00,1.049978e-01,1.418925e+01,0.000000e+00,1.418925e+01,0.000000e+00,1.179083e+01,0.000000e+00,1.179083e+01,0.000000e+00,1.049978e-01,9.979275e-01,5.196016e+01,4.801407e-01
1.120000e+00,1.087794e-01,1.421622e+01,0.000000e+00,1.421622e+01,0.000000e+00,1.189461e+01,0.000000e+00,1.189461e+01,0.000000e+00,1.087794e-01,9.981670e-01,5.222166e+01,4.778511e-01
1.125000e+00,1.125516e-01,1.424181e+01,0.000000e+00,1.424181e+01,0.000000e+00,1.199336e+01,0.000000e+00,1.199336e+01,0.000000e+00,1.125516e-01,9.983795e-01,5.247033e+01,4.756876e-01
1.130000e+00,1.163118e-01,1.426609e+01,0.000000e+00,1.426609e+01,0.000000e+00,1.208731e+01,0.000000e+00,1.208731e+01,0.000000e+00,1.163118e-01,9.985677e-01,5.270681e+01,4.736427e-01
1.135000e+00,1.200578e-01,1.428914e+01,0.000000e+00,1.428914e+01,0.000000e+00,1.217671e+01,0.000000e+00,1.217671e+01,0.000000e+00,1.200578e-01,9.987343e-01,5.293169e+01,4.717090e-01
1.140000e+00,1.237879e-01,1.431102e+01,0.000000e+00,1.431102e+01,0.000000e+00,1.226178e+01,0.000000e+00,1.226178e+01,0.000000e+00,1.237879e-01,9.988818e-01,5.314560e+01,4.698798e-01
1.145000e+00,1.275002e-01,1.433180e+01,0.000000e+00,1.433180e+01,0.000000e+00,1.234275e+01,0.000000e+00,1.234275e+01,0.000000e+00,1.275002e-01,9.990122e-01,5.334911e+01,4.681485e-01
1.150000e+00,1.311935e-01,1.435155e+01,0.000000e+00,1.435155e+01,0.000000e+00,1.241984e+01,0.000000e+00,1.241984e+01,0.000000e+00,1.311935e-01,9.991275e-01,5.354277e+01,4.665090e-01
1.155000e+00,1.348663e-01,1.437032e+01,0.000000e+00,1.437032e+01,0.000000e+00,1.249325e+01,0.000000e+00,1.249325e+01,0.000000e+00,1.348663e-01,9.992294e-01,5.372714e+01,4.649556e-01
1.160000e+00,1.385178e-01,1.438817e+01,0.000000e+00,1.438817e+01,0.000000e+00,1.256319e+01,0.000000e+00,1.256319e+01,0.000000e+00,1.385178e-01,9.993193e-01,5.390272e+01,4.634828e-01
1.165000e+00,1.421470e-01,1.440515e+01,0.000000e+00,1.440515e+01,0.000000e+00,1.262985e+01,0.000000e+00,1.262985e+01,0.000000e+00,1.421470e-01,9.993988e-01,5.407000e+01,4.620856e-01
1.170000e+00,1.457530e-01,1.442132e+01,0.000000e+00,1.442132e+01,0.000000e+00,1.269341e+01,0.000000e+00,1.269341e+01,0.000000e+00,1.457530e-01,9.994689e-01,5.422946e+01,4.607593e-01
1.175000e+00,1.493354e-01,1.443673e+01,0.000000e+00,1.443673e+01,0.000000e+00,1.275404e+01,0.000000e+00,1.275404e+01,0.000000e+00,1.493354e-01,9.995309e-01,5.438152e+01,4.594993e-01
1.180000e+00,1.528936e-01,1.445141e+01,0.000000e+00,1.445141e+01,0.000000e+00,1.281190e+01,0.000000e+00,1.281190e+01,0.000000e+00,1.528936e-01,9.995855e-01,5.452662e+01,4.583016e-01
1.185000e+00,1.564272e-01,1.446541e+01,0.000000e+00,1.446541e+01,0.000000e+00,1.286716e+01,0.000000e+00,1.286716e+01,0.000000e+00,1.564272e-01,9.996337e-01,5.466514e+01,4.571624e-01
1.190000e+00,1.599359e-01,1.447878e+01,0.000000e+00,1.447878e+01,0.000000e+00,1.291995e+01,0.000000e+00,1.291995e+01,0.000000e+00,1.599359e-01,9.996763e-01,5.479746e+01,4.560779e-01
1.195000e+00,1.634194e-01,1.449154e+01,0.000000e+00,1.449154e+01,0.000000e+00,1.297042e+01,0.000000e+00,1.297042e+01,0.000000e+00,1.634194e-01,9.997139e-01,5.492393e+01,4.550448e-01
1.200000e+00,1.668775e-01,1.450374e+01,0.000000e+00,1.450374e+01,0.000000e+00,1.301870e+01,0.000000e+00,1.301870e+01,0.000000e+00,1.668775e-01,9.997470e-01,5.504487e+01,4.540600e-01
1.205000e+00,1.703102e-01,1.451540e+01,0.000000e+00,1.451540e+01,0.000000e+00,1.306490e+01,0.000000e+00,1.306490e+01,0.000000e+00,1.703102e-01,9.997763e-01,5.516061e+01,4.531206e-01
1.210000e+00,1.737173e-01,1.452656e+01,0.000000e+00,1.452656e+01,0.000000e+00,1.310915e+01,0.000000e+00,1.310915e+01,0.000000e+00,1.737173e-01,9.998021e-01,5.527143e+01,4.522237e-01
1.215000e+00,1.770989e-01,1.453725e+01,0.000000e+00,1.453725e+01,0.000000e+00,1.315155e+01,0.000000e+00,1.315155e+01,0.000000e+00,1.770989e-01,9.998249e-01,5.537760e+01,4.513670e-01
1.220000e+00,1.804549e-01,1.454749e+01,0.000000e+00,1.454749e+01,0.000000e+00,1.319220e+01,0.000000e+00,1.319220e+01,0.000000e+00,1.804549e-01,9.998450e-01,5.547939e+01,4.505479e-01
1.225000e+00,1.837855e-01,1.455731e+01,0.000000e+00,1.455731e+01,0.000000e+00,1.323121e+01,0.000000e+00,1.323121e+01,0.000000e+00,1.837855e-01,9.998628e-01,5.557703e+01,4.497644e-01
1.230000e+00,1.870907e-01,1.456673e+01,0.000000e+00,1.456673e+01,0.000000e+00,1.326865e+01,0.000000e+00,1.326865e+01,0.000000e+00,1.870907e-01,9.998784e-01,5.567075e+01,4.490142e-01
1.235000e+00,1.903706e-01,1.457577e+01,0.000000e+00,1.457577e+01,0.000000e+00,1.330461e+01,0.000000e+00,1.330461e+01,0.000000e+00,1.903706e-01,9.998923e-01,5.576077e+01,4.482956e-01
1.240000e+00,1.936254e-01,1.458446e+01,0.000000e+00,1.458446e+01,0.000000e+00,1.333918e+01,0.000000e+00,1.333918e+01,0.000000e+00,1.936254e-01,9.999046e-01,5.584727e+01,4.476067e-01
